period,source_name,destination_name,firm,firm_type,cc1 lcu fee,cc1 fx margin,cc1 total cost %
2017_1Q,Rwanda,Kenya,Kenya Commercial Bank (KCB),Bank,1559.0,1.21,2.25
2017_1Q,Rwanda,Kenya,MoneyGram,Money Transfer Operator,11000.0,1.33,8.67
2017_1Q,Rwanda,Kenya,MTN Mobile Money,Mobile Operator,8000.0,1.36,6.69
2017_1Q,Rwanda,Kenya,Tigo,Mobile Operator,900.0,1.08,1.68
2017_1Q,Rwanda,Kenya,Use Remit,Money Transfer Operator,848.0,1.15,1.71
2017_1Q,Rwanda,Kenya,Western Union,Money Transfer Operator,17250.0,1.38,12.88
2017_1Q,Saudi Arabia,Ethiopia,Al Zamil Exchange,Money Transfer Operator,32.0,0.62,4.89
2017_1Q,Saudi Arabia,Ethiopia,MoneyGram,Money Transfer Operator,30.0,0.58,4.58
2017_1Q,Saudi Arabia,Ethiopia,Western Union,Money Transfer Operator,35.0,1.33,5.99
2017_1Q,Saudi Arabia,Ethiopia,Xpress Money,Money Transfer Operator,30.0,0.62,4.62
2017_1Q,Tanzania,Kenya,Kenya Commercial Bank (KCB),Bank,32450.0,1.14,11.14
2017_1Q,Tanzania,Kenya,Kenya Commercial Bank (KCB),Bank,64900.0,1.14,21.14
2017_1Q,Tanzania,Kenya,MoneyGram,Money Transfer Operator,17500.0,1.17,6.57
2017_1Q,Tanzania,Kenya,M-Pesa,Mobile Operator,6700.0,1.27,3.34
2017_1Q,Tanzania,Kenya,National Bank of Commerce Ltd (NBC),Bank,81125.0,1.58,26.58
2017_1Q,Tanzania,Kenya,Stanbic Bank,Bank,89237.5,1.36,28.86
2017_1Q,Tanzania,Kenya,Tanzania Postal Corporation,Post office,24000.0,1.25,8.64
2017_1Q,Tanzania,Kenya,UBA Africash,Bank,10850.0,1.58,4.93
2017_1Q,Tanzania,Kenya,Western Union,Money Transfer Operator,17650.0,1.02,6.46
2017_1Q,Tanzania,Rwanda,Barclays,Bank,56787.5,1.02,18.52
2017_1Q,Tanzania,Rwanda,Cooperative Rural Development Bank (CRDB),Bank,90860.0,1.02,29.02
2017_1Q,Tanzania,Rwanda,Kenya Commercial Bank (KCB),Bank,32450.0,1.14,11.14
2017_1Q,Tanzania,Rwanda,Kenya Commercial Bank (KCB),Bank,64900.0,1.14,21.14
2017_1Q,Tanzania,Rwanda,MoneyGram,Money Transfer Operator,17500.0,1.17,6.57
2017_1Q,Tanzania,Rwanda,NBC (National Bank of Commerce Ltd),Bank,81125.0,1.58,26.58
2017_1Q,Tanzania,Rwanda,NMB (National Microfinance Bank),Non-Bank FI,81125.0,1.58,26.58
2017_1Q,Tanzania,Rwanda,Stanbic Bank,Bank,89237.5,1.36,28.86
2017_1Q,Tanzania,Rwanda,Tanzania Postal Corporation,Post office,24000.0,1.25,8.64
2017_1Q,Tanzania,Rwanda,Tigo,Mobile Operator,1000.0,1.28,1.59
2017_1Q,Tanzania,Rwanda,UBA Africash,Bank,10850.0,1.58,4.93
2017_1Q,Tanzania,Rwanda,Western Union,Money Transfer Operator,17650.0,1.02,6.46
2017_1Q,Tanzania,Uganda,Barclays,Bank,56787.5,1.02,18.52
2017_1Q,Tanzania,Uganda,Cooperative Rural Development Bank (CRDB),Bank,90860.0,1.02,29.02
2017_1Q,Tanzania,Uganda,Kenya Commercial Bank (KCB),Bank,32450.0,1.14,11.14
2017_1Q,Tanzania,Uganda,Kenya Commercial Bank (KCB),Bank,64900.0,1.14,21.14
2017_1Q,Tanzania,Uganda,MoneyGram,Money Transfer Operator,17500.0,1.17,6.57
2017_1Q,Tanzania,Uganda,NBC (National Bank of Commerce Ltd),Bank,81125.0,1.58,26.58
2017_1Q,Tanzania,Uganda,NMB (National Microfinance Bank),Non-Bank FI,81125.0,1.58,26.58
2017_1Q,Tanzania,Uganda,Stanbic Bank,Bank,89237.5,1.36,28.86
2017_1Q,Tanzania,Uganda,Tanzania Postal Corporation,Post office,24000.0,1.25,8.64
2017_1Q,Tanzania,Uganda,UBA Africash,Bank,10850.0,1.58,4.93
2017_1Q,Tanzania,Uganda,Western Union,Money Transfer Operator,17650.0,1.02,6.46
2017_1Q,United States,Ethiopia,Al-Mustaqbal Express,Money Transfer Operator,10.3,0.0,5.15
2017_1Q,United States,Ethiopia,Amal Express,Money Transfer Operator,12.0,0.0,6.0
2017_1Q,United States,Ethiopia,Dahabshil,Money Transfer Operator,12.0,0.0,6.0
2017_1Q,United States,Ethiopia,MoneyGram,Money Transfer Operator,9.99,0.35,5.35
2017_1Q,United States,Ethiopia,MoneyGram,Money Transfer Operator,10.0,0.35,5.35
2017_1Q,United States,Ethiopia,MoneyGram,Money Transfer Operator,15.0,0.35,7.85
2017_1Q,United States,Ethiopia,Ria,Money Transfer Operator,8.0,0.62,4.62
2017_1Q,United States,Ethiopia,Ria,Money Transfer Operator,5.0,0.62,3.12
2017_1Q,United States,Ethiopia,Western Union,Money Transfer Operator,10.5,0.4,5.65
2017_1Q,United States,Ethiopia,WorldRemit,Money Transfer Operator,11.99,0.0,6.0
2017_1Q,United States,Ghana,First African Remittances,Money Transfer Operator,10.0,0.94,5.94
2017_1Q,United States,Ghana,MoneyGram,Money Transfer Operator,9.99,1.17,6.17
2017_1Q,United States,Ghana,MoneyGram,Money Transfer Operator,10.0,4.22,9.22
2017_1Q,United States,Ghana,MoneyGram,Money Transfer Operator,4.99,4.22,6.71
2017_1Q,United States,Ghana,Ria,Money Transfer Operator,15.0,0.7,8.2
2017_1Q,United States,Ghana,Ria,Money Transfer Operator,11.0,0.7,6.2
2017_1Q,United States,Ghana,Ria,Money Transfer Operator,5.0,0.7,3.2
2017_1Q,United States,Ghana,Transfast,Money Transfer Operator,0.0,1.64,1.64
2017_1Q,United States,Ghana,Transfast,Money Transfer Operator,4.99,3.98,6.48
2017_1Q,United States,Ghana,Western Union,Money Transfer Operator,5.0,4.22,6.72
2017_1Q,United States,Ghana,Western Union,Money Transfer Operator,10.0,4.22,9.22
2017_1Q,United States,Ghana,Western Union,Money Transfer Operator,9.99,1.41,6.4
2017_1Q,United States,Ghana,WorldRemit,Money Transfer Operator,4.99,2.58,5.07
2017_1Q,United States,Ghana,WorldRemit,Money Transfer Operator,4.99,2.58,5.07
2017_1Q,United States,Kenya,MoneyGram,Money Transfer Operator,9.99,3.4,8.39
2017_1Q,United States,Kenya,MoneyGram,Money Transfer Operator,4.99,4.3,6.8
2017_1Q,United States,Kenya,MoneyGram,Money Transfer Operator,10.0,4.3,9.3
2017_1Q,United States,Kenya,MoneyGram,Money Transfer Operator,0.0,6.1,6.1
2017_1Q,United States,Kenya,MoneyGram,Money Transfer Operator,4.99,6.1,8.59
2017_1Q,United States,Kenya,Ria,Money Transfer Operator,5.0,2.85,5.35
2017_1Q,United States,Kenya,Ria,Money Transfer Operator,8.0,2.85,6.85
2017_1Q,United States,Kenya,Ria,Money Transfer Operator,12.0,2.85,8.85
2017_1Q,United States,Kenya,Western Union,Money Transfer Operator,10.0,5.1,10.1
2017_1Q,United States,Kenya,Western Union,Money Transfer Operator,9.99,5.1,10.09
2017_1Q,United States,Kenya,Western Union,Money Transfer Operator,4.99,3.55,6.04
2017_1Q,United States,Kenya,WorldRemit,Money Transfer Operator,0.01,3.14,3.14
2017_1Q,United States,Nigeria,Sigue Money Transfers,Money Transfer Operator,8.0,0.0,4.0
2017_1Q,United States,Nigeria,Transfast,Money Transfer Operator,4.99,1.33,3.83
2017_1Q,United States,Nigeria,Transfast,Money Transfer Operator,0.0,0.0,0.0
2017_1Q,United States,Nigeria,Western Union,Money Transfer Operator,5.0,0.0,2.5
2017_1Q,United States,Nigeria,Western Union,Money Transfer Operator,9.99,0.0,5.0
2017_1Q,United States,Nigeria,Western Union,Money Transfer Operator,15.0,0.0,7.5
2017_1Q,United States,Nigeria,Western Union,Money Transfer Operator,10.0,0.0,5.0
2017_1Q,United States,Nigeria,WorldRemit,Money Transfer Operator,4.99,0.0,2.5
2017_1Q,United States,South Africa,MoneyGram,Money Transfer Operator,6.0,4.48,7.48
2017_1Q,United States,South Africa,Western Union,Money Transfer Operator,10.5,2.04,7.29
2017_1Q,United States,South Africa,WorldRemit,Money Transfer Operator,6.99,0.59,4.09
2017_1Q,United States,South Africa,Xoom,Money Transfer Operator,4.99,2.53,5.02
2017_1Q,South Africa,Kenya,ABSA,Bank,300.0,2.09,23.99
2017_1Q,South Africa,Kenya,ABSA,Bank,210.0,2.09,17.42
2017_1Q,South Africa,Kenya,exchange4free.com,Money Transfer Operator,0.0,4.49,4.49
2017_1Q,South Africa,Kenya,MoneyGram,Money Transfer Operator,150.27,1.43,12.4
2017_1Q,South Africa,Kenya,Western Union,Money Transfer Operator,139.47,3.24,13.42
2017_1Q,South Africa,Nigeria,ABSA,Bank,300.0,2.21,24.11
2017_1Q,South Africa,Nigeria,ABSA,Bank,210.0,2.21,17.54
2017_1Q,South Africa,Nigeria,exchange4free.com,Money Transfer Operator,0.0,11.09,11.09
2017_1Q,South Africa,Nigeria,First National Bank of South Africa,Money Transfer Operator,300.0,0.63,22.53
2017_1Q,South Africa,Nigeria,MoneyGram,Money Transfer Operator,150.27,1.43,12.4
2017_1Q,South Africa,Nigeria,Nedbank,Bank,271.0,2.19,21.97
2017_1Q,South Africa,Nigeria,Standard Bank,Bank,267.0,9.47,28.96
2017_1Q,South Africa,Nigeria,Western Union,Money Transfer Operator,139.47,3.24,13.42
2017_1Q,South Africa,Tanzania,ABSA,Bank,300.0,1.32,23.22
2017_1Q,South Africa,Tanzania,ABSA,Bank,210.0,1.32,16.65
2017_1Q,South Africa,Tanzania,MoneyGram,Money Transfer Operator,150.27,1.43,12.4
2017_1Q,South Africa,Tanzania,Western Union,Money Transfer Operator,139.47,3.24,13.42
2017_1Q,Belgium,"Congo, Dem. Rep.",La Poste via Western Union,Money Transfer Operator / Post office,7.9,5.29,10.93
2017_1Q,France,Senegal,La Poste via Western Union,Money Transfer Operator / Post office,12.0,0.0,8.57
2017_1Q,Germany,Ghana,Postbank via Western Union,Bank / Money Transfer Operator,19.9,5.87,20.08
2017_1Q,Germany,Nigeria,Postbank via Western Union,Bank / Money Transfer Operator,19.9,5.3,19.51
2017_1Q,Italy,Senegal,Poste Italiane via Eurogiro,Post office,12.0,0.0,8.57
2017_1Q,Italy,Ethiopia,Poste Italiane via MoneyGram,Money Transfer Operator,7.4,4.58,9.86
2017_1Q,Italy,Nigeria,Poste Italiane via MoneyGram,Money Transfer Operator,7.4,0.14,5.42
2017_1Q,Italy,Senegal,Poste Italiane via MoneyGram,Money Transfer Operator,7.4,0.0,5.29
2017_2Q,Italy,Nigeria,Banca Intesa SanPaolo via Western Union,Bank / Money Transfer Operator,7.5,2.02,7.37
2017_2Q,Italy,Senegal,Banca Intesa SanPaolo via Western Union,Bank / Money Transfer Operator,7.5,0.0,5.36
2017_2Q,Belgium,"Congo, Dem. Rep.",Western Union,Money Transfer Operator,6.9,3.73,8.66
2017_2Q,Belgium,"Congo, Dem. Rep.",MoneyGram,Money Transfer Operator,6.9,4.66,9.59
2017_2Q,Belgium,"Congo, Dem. Rep.",Sigue Money Transfers,Money Transfer Operator,4.9,6.15,9.65
2017_2Q,Belgium,"Congo, Dem. Rep.",Small World,Money Transfer Operator,4.5,5.66,8.87
2017_2Q,Belgium,"Congo, Dem. Rep.",MoneyTrans,Money Transfer Operator / Post office,3.0,4.31,6.46
2017_2Q,Belgium,"Congo, Dem. Rep.",WorldRemit,Money Transfer Operator,5.99,2.47,6.75
2017_2Q,Belgium,"Congo, Dem. Rep.",Western Union,Money Transfer Operator,6.9,4.55,9.48
2017_2Q,Belgium,"Congo, Dem. Rep.",Atena Money Transfert,Money Transfer Operator,5.0,3.39,6.97
2017_2Q,Canada,Ghana,Ria,Money Transfer Operator,16.0,1.85,9.85
2017_2Q,Canada,Ghana,Western Union,Money Transfer Operator,15.0,3.56,11.06
2017_2Q,Canada,Ghana,MoneyGram,Money Transfer Operator,15.0,2.59,10.09
2017_2Q,Canada,Ghana,Royal Bank of Canada,Bank,13.5,2.61,9.36
2017_2Q,Canada,Ghana,Toronto Dominion Bank,Bank,30.0,2.13,17.13
2017_2Q,Canada,Ghana,ScotiaBank,Bank,11.0,3.56,9.06
2017_2Q,Canada,Ghana,Sigue Money Transfers,Money Transfer Operator,8.0,1.52,5.52
2017_2Q,Canada,Ghana,Xpress Money,Money Transfer Operator,10.0,2.09,7.09
2017_2Q,Canada,Ghana,WorldRemit,Money Transfer Operator,7.99,3.79,7.79
2017_2Q,Canada,Kenya,Western Union,Money Transfer Operator,16.0,0.3,8.3
2017_2Q,Canada,Kenya,MoneyGram,Money Transfer Operator,15.0,3.4,10.9
2017_2Q,Canada,Kenya,Ria,Money Transfer Operator,8.0,3.04,7.04
2017_2Q,Canada,Kenya,WorldRemit,Money Transfer Operator,9.99,2.49,7.49
2017_2Q,Canada,Kenya,Sigue Money Transfers,Money Transfer Operator,8.0,3.55,7.55
2017_2Q,Canada,Kenya,Royal Bank of Canada,Bank,13.5,9.11,15.86
2017_2Q,Canada,Kenya,Toronto Dominion Bank,Bank,30.0,1.62,16.62
2017_2Q,Canada,Kenya,ScotiaBank,Bank,11.0,0.3,5.8
2017_2Q,Canada,Kenya,Xpress Money,Money Transfer Operator,8.0,4.05,8.05
2017_2Q,Canada,Kenya,Small World,Money Transfer Operator,9.0,2.95,7.45
2017_2Q,Canada,Nigeria,MoneyGram,Money Transfer Operator,15.0,1.44,8.94
2017_2Q,Canada,Nigeria,Sigue Money Transfers,Money Transfer Operator,12.0,2.7,8.7
2017_2Q,Canada,Nigeria,Small World,Money Transfer Operator,8.0,1.7,5.7
2017_2Q,Canada,Nigeria,Trans-Fast,Money Transfer Operator,4.99,3.6,6.09
2017_2Q,Canada,Nigeria,Trans-Fast,Money Transfer Operator,4.99,3.6,6.09
2017_2Q,Canada,Nigeria,WorldRemit,Money Transfer Operator,9.99,2.17,7.17
2017_2Q,Canada,Nigeria,Xpress Money,Money Transfer Operator,9.0,13.13,17.63
2017_2Q,Canada,Nigeria,Trans-Fast,Money Transfer Operator,4.99,3.6,6.09
2017_2Q,Canada,Rwanda,MoneyGram,Money Transfer Operator,15.0,2.54,10.04
2017_2Q,Canada,Rwanda,Western Union,Money Transfer Operator,16.0,1.69,9.69
2017_2Q,Canada,Rwanda,ScotiaBank,Bank,11.0,1.69,7.19
2017_2Q,Canada,Rwanda,WorldRemit,Money Transfer Operator,9.99,3.0,7.99
2017_2Q,Cameroon,Nigeria,Ecobank RapidCash,Bank,4453.0,0.0,4.79
2017_2Q,Cameroon,Nigeria,MoneyGram,Money Transfer Operator,11000.0,0.32,12.15
2017_2Q,Cameroon,Nigeria,Money Express,Money Transfer Operator,4000.0,0.0,4.3
2017_2Q,Cameroon,Nigeria,Western Union,Money Transfer Operator,11000.0,0.32,12.15
2017_2Q,Germany,Ghana,Western Union,Money Transfer Operator,14.9,4.64,15.28
2017_2Q,Germany,Ghana,MoneyGram,Money Transfer Operator,12.5,5.37,14.3
2017_2Q,Germany,Ghana,Ria,Money Transfer Operator,15.0,7.04,17.76
2017_2Q,Germany,Ghana,Universal Money Transfer Gmbh,Money Transfer Operator,10.0,3.11,10.25
2017_2Q,Germany,Ghana,Postbank,Post office,1.5,0.0,1.07
2017_2Q,Germany,Ghana,Postbank,Post office,8.5,0.0,6.07
2017_2Q,Germany,Ghana,Western Union,Money Transfer Operator,6.9,5.74,10.67
2017_2Q,Germany,Ghana,WorldRemit,Money Transfer Operator,5.99,2.23,6.51
2017_2Q,Germany,Ghana,MoneyGram,Money Transfer Operator,6.5,4.81,9.46
2017_2Q,Germany,Ghana,Azimo,Money Transfer Operator,2.99,6.63,8.76
2017_2Q,Germany,Ghana,Small World,Money Transfer Operator,3.49,4.86,7.35
2017_2Q,Germany,Nigeria,Western Union,Money Transfer Operator,14.9,2.8,13.45
2017_2Q,Germany,Nigeria,MoneyGram,Money Transfer Operator,12.5,0.49,9.42
2017_2Q,Germany,Nigeria,Ria,Money Transfer Operator,10.0,1.48,8.62
2017_2Q,Germany,Nigeria,Postbank,Post office,1.5,0.0,1.07
2017_2Q,Germany,Nigeria,Postbank,Post office,8.5,0.0,6.07
2017_2Q,Germany,Nigeria,Small World,Money Transfer Operator,8.0,0.59,6.3
2017_2Q,Germany,Nigeria,Western Union,Money Transfer Operator,6.9,1.59,6.52
2017_2Q,Germany,Nigeria,WorldRemit,Money Transfer Operator,5.99,1.63,5.91
2017_2Q,Germany,Nigeria,Azimo,Money Transfer Operator,2.99,-0.14,2.0
2017_2Q,Germany,Nigeria,Western Union,Money Transfer Operator,2.9,1.59,3.66
2017_2Q,Spain,Nigeria,BBVA Dinero Express,Money Transfer Operator,5.0,1.09,4.66
2017_2Q,Spain,Nigeria,Maccorp Exact Change,Money Transfer Operator,6.9,0.96,5.89
2017_2Q,Spain,Nigeria,Money Exchange,Money Transfer Operator,4.9,2.28,5.78
2017_2Q,Spain,Nigeria,MoneyGram,Money Transfer Operator,8.9,2.0,8.35
2017_2Q,Spain,Nigeria,Ria,Money Transfer Operator,6.0,1.74,6.02
2017_2Q,Spain,Nigeria,Small World,Money Transfer Operator,6.0,1.44,5.72
2017_2Q,Spain,Nigeria,Transferwise,Money Transfer Operator,8.9,1.22,7.58
2017_2Q,Spain,Nigeria,Western Union,Money Transfer Operator,6.9,1.91,6.84
2017_2Q,Spain,Nigeria,WorldRemit,Money Transfer Operator,5.99,-0.43,3.85
2017_2Q,France,Senegal,Western Union,Money Transfer Operator,7.9,0.0,5.64
2017_2Q,France,Senegal,MoneyGram,Money Transfer Operator,7.5,0.0,5.36
2017_2Q,France,Senegal,Ria,Money Transfer Operator,6.9,0.0,4.93
2017_2Q,France,Senegal,Sigue Money Transfers,Money Transfer Operator,7.5,0.0,5.36
2017_2Q,France,Senegal,La Poste,Money Transfer Operator / Post office,7.5,0.0,5.36
2017_2Q,France,Senegal,PayTop,Money Transfer Operator,0.0,0.0,0.0
2017_2Q,France,Senegal,Societe Generale,Bank,10.0,0.0,7.14
2017_2Q,France,Senegal,Western Union,Money Transfer Operator,6.5,0.0,4.64
2017_2Q,France,Senegal,Moneyglobe,Money Transfer Operator,6.9,0.0,4.93
2017_2Q,France,Senegal,Western Union,Money Transfer Operator,7.9,0.0,5.64
2017_2Q,France,Senegal,WorldRemit,Money Transfer Operator,5.99,0.0,4.28
2017_2Q,France,Senegal,WorldRemit,Money Transfer Operator,5.99,0.0,4.28
2017_2Q,United Kingdom,Ethiopia,Dahabshiil,Money Transfer Operator,6.77,1.76,7.4
2017_2Q,United Kingdom,Ethiopia,Western Union,Money Transfer Operator,9.9,4.65,12.9
2017_2Q,United Kingdom,Ethiopia,MoneyGram,Money Transfer Operator,18.7,3.77,19.36
2017_2Q,United Kingdom,Ethiopia,WorldRemit,Money Transfer Operator,0.01,0.2,0.21
2017_2Q,United Kingdom,Ethiopia,Azimo,Money Transfer Operator,1.0,1.91,2.74
2017_2Q,United Kingdom,Ethiopia,MoneyGram,Money Transfer Operator,9.7,3.92,12.01
2017_2Q,United Kingdom,Ghana,Western Union,Money Transfer Operator,8.9,3.23,10.65
2017_2Q,United Kingdom,Ghana,MoneyGram,Money Transfer Operator,9.9,1.72,9.97
2017_2Q,United Kingdom,Ghana,Sigue Money Transfers,Money Transfer Operator,6.0,0.89,5.89
2017_2Q,United Kingdom,Ghana,Xpress Money,Money Transfer Operator,6.0,0.65,5.65
2017_2Q,United Kingdom,Ghana,Ria,Money Transfer Operator,4.8,1.45,5.45
2017_2Q,United Kingdom,Ghana,Unity Link,Money Transfer Operator,5.9,0.8,5.71
2017_2Q,United Kingdom,Ghana,First African Remittances,Money Transfer Operator,6.0,0.52,5.52
2017_2Q,United Kingdom,Ghana,Small World,Money Transfer Operator,6.0,0.39,5.39
2017_2Q,United Kingdom,Ghana,Western Union,Money Transfer Operator,4.9,2.23,6.32
2017_2Q,United Kingdom,Ghana,Ghana International Bank,Bank,25.0,0.0,20.83
2017_2Q,United Kingdom,Ghana,WorldRemit,Money Transfer Operator,2.99,2.38,4.87
2017_2Q,United Kingdom,Ghana,Azimo,Money Transfer Operator,2.99,5.02,7.51
2017_2Q,United Kingdom,Ghana,MoneyGram,Money Transfer Operator,9.79,1.42,9.58
2017_2Q,United Kingdom,Ghana,Unity Link,Money Transfer Operator,5.9,0.8,5.71
2017_2Q,United Kingdom,Ghana,PayAfrique.com,Money Transfer Operator,7.99,7.83,14.48
2017_2Q,United Kingdom,Ghana,Samba Money Transfers,Money Transfer Operator,4.0,0.95,4.28
2017_2Q,United Kingdom,Ghana,Lebara Money,Money Transfer Operator,7.99,-1.9,4.76
2017_2Q,United Kingdom,Kenya,Western Union,Money Transfer Operator,8.9,5.44,12.85
2017_2Q,United Kingdom,Kenya,MoneyGram,Money Transfer Operator,9.9,6.01,14.26
2017_2Q,United Kingdom,Kenya,Sigue Money Transfers,Money Transfer Operator,4.0,3.29,6.63
2017_2Q,United Kingdom,Kenya,Ria,Money Transfer Operator,3.6,4.44,7.44
2017_2Q,United Kingdom,Kenya,Xpress Money,Money Transfer Operator,4.5,0.64,4.39
2017_2Q,United Kingdom,Kenya,WorldRemit,Money Transfer Operator,2.9,1.6,4.02
2017_2Q,United Kingdom,Kenya,Azimo,Money Transfer Operator,1.0,1.49,2.33
2017_2Q,United Kingdom,Kenya,Skrill,Money Transfer Operator,2.28,4.52,6.42
2017_2Q,United Kingdom,Kenya,Western Union,Money Transfer Operator,2.9,2.44,4.85
2017_2Q,United Kingdom,Kenya,Small World,Money Transfer Operator,3.49,2.6,5.51
2017_2Q,United Kingdom,Kenya,Equity Direct,Money Transfer Operator,1.0,2.01,2.84
2017_2Q,United Kingdom,Kenya,MoneyGram,Money Transfer Operator,3.99,1.41,4.73
2017_2Q,United Kingdom,Kenya,MoneyGram,Money Transfer Operator,3.9,3.07,6.32
2017_2Q,United Kingdom,Kenya,WorldRemit,Money Transfer Operator,1.99,1.6,3.26
2017_2Q,United Kingdom,Kenya,Lebara Money,Money Transfer Operator,2.0,-2.44,-0.77
2017_2Q,United Kingdom,Nigeria,Western Union,Money Transfer Operator,6.9,2.02,7.77
2017_2Q,United Kingdom,Nigeria,Western Union,Money Transfer Operator,4.9,2.06,6.14
2017_2Q,United Kingdom,Nigeria,MoneyGram,Money Transfer Operator,7.9,1.09,7.68
2017_2Q,United Kingdom,Nigeria,Sigue Money Transfers,Money Transfer Operator,6.0,0.27,5.27
2017_2Q,United Kingdom,Nigeria,Ria,Money Transfer Operator,6.0,1.24,6.24
2017_2Q,United Kingdom,Nigeria,Moneyline UK,Money Transfer Operator,6.0,1.24,6.24
2017_2Q,United Kingdom,Nigeria,Small World,Money Transfer Operator,5.0,0.04,4.21
2017_2Q,United Kingdom,Nigeria,Western Union,Money Transfer Operator,4.9,2.02,6.11
2017_2Q,United Kingdom,Nigeria,Azimo,Money Transfer Operator,1.0,0.5,1.34
2017_2Q,United Kingdom,Nigeria,WorldRemit,Money Transfer Operator,1.99,0.23,1.89
2017_2Q,United Kingdom,Nigeria,MoneyGram,Money Transfer Operator,4.9,0.59,4.68
2017_2Q,United Kingdom,Nigeria,Lebara Money,Money Transfer Operator,2.0,-5.21,-3.55
2017_2Q,United Kingdom,Rwanda,Western Union,Money Transfer Operator,9.9,5.6,13.85
2017_2Q,United Kingdom,Rwanda,MoneyGram,Money Transfer Operator,19.0,3.88,19.71
2017_2Q,United Kingdom,Rwanda,MoneyGram,Money Transfer Operator,9.7,3.88,11.96
2017_2Q,United Kingdom,Rwanda,Azimo,Money Transfer Operator,2.99,4.57,7.07
2017_2Q,United Kingdom,Rwanda,WorldRemit,Money Transfer Operator,5.99,3.0,7.99
2017_2Q,United Kingdom,Rwanda,WorldRemit,Money Transfer Operator,5.99,3.0,7.99
2017_2Q,United Kingdom,Rwanda,Xpress Money,Money Transfer Operator,8.0,16.9,23.56
2017_2Q,United Kingdom,Tanzania,MoneyGram,Money Transfer Operator,19.0,3.02,18.86
2017_2Q,United Kingdom,Tanzania,Western Union,Money Transfer Operator,8.9,5.18,12.6
2017_2Q,United Kingdom,Tanzania,WorldRemit,Money Transfer Operator,5.99,3.03,8.02
2017_2Q,United Kingdom,Tanzania,MoneyGram,Money Transfer Operator,9.7,3.47,11.56
2017_2Q,United Kingdom,Uganda,Western Union,Money Transfer Operator,8.9,6.41,13.83
2017_2Q,United Kingdom,Uganda,Western Union,Money Transfer Operator,6.9,6.41,12.16
2017_2Q,United Kingdom,Uganda,MoneyGram,Money Transfer Operator,9.9,6.01,14.26
2017_2Q,United Kingdom,Uganda,Small World,Money Transfer Operator,4.9,4.0,8.09
2017_2Q,United Kingdom,Uganda,Dahabshiil,Money Transfer Operator,7.2,1.42,7.42
2017_2Q,United Kingdom,Uganda,Ria,Money Transfer Operator,6.0,5.7,10.7
2017_2Q,United Kingdom,Uganda,Xpress Money,Money Transfer Operator,8.0,1.55,8.22
2017_2Q,United Kingdom,Uganda,Azimo,Money Transfer Operator,2.99,7.39,9.88
2017_2Q,United Kingdom,Uganda,WorldRemit,Money Transfer Operator,3.99,3.36,6.68
2017_2Q,United Kingdom,Uganda,Lebara Money,Money Transfer Operator,0.0,3.51,3.51
2017_2Q,United Kingdom,Uganda,MoneyGram,Money Transfer Operator,9.7,5.06,13.14
2017_2Q,United Kingdom,South Africa,MoneyGram,Money Transfer Operator,9.99,7.98,16.31
2017_2Q,United Kingdom,South Africa,Easy Exchange,Money Transfer Operator,6.0,4.71,9.71
2017_2Q,United Kingdom,South Africa,1st Contact Forex,Money Transfer Operator,10.0,1.87,10.2
2017_2Q,United Kingdom,South Africa,Tranzfers.com,Money Transfer Operator,7.0,1.71,7.54
2017_2Q,United Kingdom,South Africa,Mukuru,Money Transfer Operator,1.0,2.45,3.29
2017_2Q,United Kingdom,South Africa,WorldRemit,Money Transfer Operator,2.99,2.69,5.18
2017_2Q,United Kingdom,South Africa,ExpressLinks UK,Money Transfer Operator,5.0,5.97,10.14
2017_2Q,United Kingdom,South Africa,Western Union,Money Transfer Operator,4.9,2.58,6.67
2017_2Q,United Kingdom,South Africa,Azimo,Money Transfer Operator,2.99,1.58,4.07
